Serial no;Rank;Time;Name;Country;Date of Birth;Place;City;Date;Gender;Event
10219;16;00:00:19.590000;Usain Bolt;JAM;21.08.1986;1.0;Lausanne;07.07.2009;Men;200 m
10220;17;00:00:19.620000;Tyson Gay;USA;09.08.1982;1.0;Indianapolis;24.06.2007;Men;200 m
10221;18;00:00:19.630000;Xavier Carter;USA;08.12.1985;1.0;Lausanne;11.07.2006;Men;200 m
10222;18;00:00:19.630000;Usain Bolt;JAM;21.08.1986;1.0;Lausanne;02.09.2008;Men;200 m
10223;20;00:00:19.650000;Wallace Spearmon;USA;24.12.1984;1.0;Daegu;28.09.2006;Men;200 m
10224;21;00:00:19.660000;Michael Johnson;USA;13.09.1967;1.0;Atlanta;23.06.1996;Men;200 m
10225;21;00:00:19.660000;Usain Bolt;JAM;21.08.1986;1.0;Zürich;30.08.2012;Men;200 m
10226;21;00:00:19.660000;Usain Bolt;JAM;21.08.1986;1.0;Moskva;17.08.2013;Men;200 m
10227;24;00:00:19.670000;Usain Bolt;JAM;21.08.1986;1.0;Athínai;13.07.2008;Men;200 m
10228;25;00:00:19.680000;Frank Fredericks;NAM;02.10.1967;2.0;Atlanta;01.08.1996;Men;200 m
10229;25;00:00:19.680000;Tyson Gay;USA;09.08.1982;1.0;Stuttgart;10.09.2006;Men;200 m
10230;25;00:00:19.680000;Usain Bolt;JAM;21.08.1986;1.0;Thessaloníki;13.09.2009;Men;200 m
10231;25;00:00:19.680000;Justin Gatlin;USA;10.02.1982;1.0;Monaco;18.07.2014;Men;200 m
10232;25;00:00:19.680000;Justin Gatlin;USA;10.02.1982;1.0;Eugene;30.05.2015;Men;200 m
10233;30;00:00:19.690000;Walter Dix;USA;31.01.1986;1.0;Gainesville;26.05.2007;Men;200 m
10234;31;00:00:19.700000;Tyson Gay;USA;09.08.1982;2.0;Lausanne;11.07.2006;Men;200 m
10235;31;00:00:19.700000;Walter Dix;USA;31.01.1986;2.0;Daegu;03.09.2011;Men;200 m
10236;33;00:00:19.710000;Michael Johnson;USA;13.09.1967;1.0;Pietersburg;18.03.2000;Men;200 m
10237;33;00:00:19.710000;Justin Gatlin;USA;10.02.1982;1.0;Bruxelles;05.09.2014;Men;200 m
10238;35;00:00:19.720000;Pietro Mennea;ITA;28.06.1952;1.0;Ciudad de México;12.09.1979;Men;200 m
10239;35;00:00:19.720000;Walter Dix;USA;31.01.1986;1.0;Eugene;03.07.2010;Men;200 m
10240;35;00:00:19.720000;Tyson Gay;USA;09.08.1982;1.0;Monaco;22.07.2010;Men;200 m
10241;38;00:00:19.730000;Michael Marsh;USA;04.08.1967;1.0;Barcelona;05.08.1992;Men;200 m
10242;38;00:00:19.730000;Usain Bolt;JAM;21.08.1986;1.0;Saint-Denis;06.07.2013;Men;200 m
10243;40;00:00:19.740000;Justin Gatlin;USA;10.02.1982;2.0;Beijing;27.08.2015;Men;200 m
10244;40;00:00:19.740000;LaShawn Merritt;USA;27.06.1986;1.0;Eugene;08.07.2016;Men;200 m
10245;42;00:00:19.750000;Carl Lewis;USA;01.07.1961;1.0;Indianapolis;19.06.1983;Men;200 m
10246;42;00:00:19.750000;Joe DeLoach;USA;05.06.1967;1.0;Seoul;28.09.1988;Men;200 m
10247;42;00:00:19.750000;Usain Bolt;JAM;21.08.1986;1.0;Kingston;24.06.2007;Men;200 m
10248;42;00:00:19.750000;Justin Gatlin;USA;10.02.1982;1.0;Eugene;09.07.2016;Men;200 m
10249;46;00:00:19.760000;Tyson Gay;USA;09.08.1982;1.0;Osaka;30.08.2007;Men;200 m
10250;46;00:00:19.760000;Usain Bolt;JAM;21.08.1986;1.0;London;26.07.2008;Men;200 m
10251;46;00:00:19.760000;Usain Bolt;JAM;21.08.1986;1.0;Shanghai;23.05.2010;Men;200 m
10252;46;00:00:19.760000;Tyson Gay;USA;09.08.1982;2.0;Eugene;03.07.2010;Men;200 m
10253;50;00:00:19.770000;Michael Johnson;USA;13.09.1967;1.0;Stockholm;08.07.1996;Men;200 m
10254;50;00:00:19.770000;Ato Boldon;TTO;30.12.1973;1.0;Stuttgart;13.07.1997;Men;200 m
10255;52;00:00:19.780000;Tyson Gay;USA;09.08.1982;1.0;Lausanne;10.07.2007;Men;200 m
10256;52;00:00:19.780000;Yohan Blake;JAM;26.12.1989;2.0;Monaco;22.07.2010;Men;200 m
10257;52;00:00:19.780000;LaShawn Merritt;USA;27.06.1986;1.0;Nassau;16.04.2016;Men;200 m
10258;52;00:00:19.780000;Usain Bolt;JAM;21.08.1986;1.0;Rio de Janeiro;17.08.2016;Men;200 m
10259;52;00:00:19.780000;Usain Bolt;JAM;21.08.1986;1.0;Rio de Janeiro;18.08.2016;Men;200 m
10260;57;00:00:19.790000;Carl Lewis;USA;01.07.1961;2.0;Seoul;28.09.1988;Men;200 m
10261;57;00:00:19.790000;Michael Johnson;USA;13.09.1967;1.0;New Orleans;28.06.1992;Men;200 m
10262;57;00:00:19.790000;Michael Johnson;USA;13.09.1967;1.0;Göteborg;11.08.1995;Men;200 m
10263;57;00:00:19.790000;Shawn Crawford;USA;14.01.1978;1.0;Athínai;26.08.2004;Men;200 m
10264;57;00:00:19.790000;Tyson Gay;USA;09.08.1982;1.0;Bruxelles;25.08.2006;Men;200 m
10265;57;00:00:19.790000;Wallace Spearmon;USA;24.12.1984;1.0;Zürich;19.08.2010;Men;200 m
10266;57;00:00:19.790000;Usain Bolt;JAM;21.08.1986;1.0;Oslo;13.06.2013;Men;200 m
10267;57;00:00:19.790000;Warren Weir;JAM;31.10.1989;1.0;Kingston;23.06.2013;Men;200 m
10268;57;00:00:19.790000;Warren Weir;JAM;31.10.1989;2.0;Moskva;17.08.2013;Men;200 m
10269;57;00:00:19.790000;LaShawn Merritt;USA;27.06.1986;2.0;Eugene;09.07.2016;Men;200 m
10270;67;00:00:19.800000;Carl Lewis;USA;01.07.1961;1.0;Los Angeles;08.08.1984;Men;200 m
10271;67;00:00:19.800000;Ato Boldon;TTO;30.12.1973;3.0;Atlanta;01.08.1996;Men;200 m
10272;67;00:00:19.800000;Christophe Lemaitre;FRA;11.06.1990;3.0;Daegu;03.09.2011;Men;200 m
10273;67;00:00:19.800000;Yohan Blake;JAM;26.12.1989;1.0;Kingston;01.07.2012;Men;200 m
10274;67;00:00:19.800000;Rasheed Dwyer;JAM;29.01.1989;1.0;Toronto;23.07.2015;Men;200 m
10275;67;00:00:19.800000;Andre De Grasse;CAN;10.11.1994;2.0;Rio de Janeiro;17.08.2016;Men;200 m
10276;73;00:00:19.810000;Frank Fredericks;NAM;02.10.1967;1.0;Fukuoka;13.09.1997;Men;200 m
10277;73;00:00:19.810000;Alonso Edward;PAN;08.12.1989;2.0;Berlin;20.08.2009;Men;200 m
10278;73;00:00:19.810000;Churandy Martina;NED;03.07.1984;1.0;Lausanne;25.08.2016;Men;200 m
10279;76;00:00:19.820000;Carl Lewis;USA;01.07.1961;1.0;Sestriere;11.08.1988;Men;200 m
10280;76;00:00:19.820000;Frank Fredericks;NAM;02.10.1967;1.0;Oslo;05.07.1996;Men;200 m
10281;76;00:00:19.820000;Ato Boldon;TTO;30.12.1973;1.0;Stockholm;07.07.1997;Men;200 m
10282;76;00:00:19.820000;Wallace Spearmon;USA;24.12.1984;1.0;New York City;02.06.2007;Men;200 m
10283;76;00:00:19.820000;Warren Weir;JAM;31.10.1989;1.0;New York City;14.06.2014;Men;200 m
10284;81;00:00:19.830000;Tommie Smith;USA;12.06.1944;1.0;Ciudad de México;16.10.1968;Men;200 m
10285;81;00:00:19.830000;Michael Johnson;USA;13.09.1967;1.0;Atlanta;18.05.1996;Men;200 m
10286;81;00:00:19.830000;Usain Bolt;JAM;21.08.1986;1.0;Ostrava;12.06.2008;Men;200 m
10287;81;00:00:19.830000;Usain Bolt;JAM;21.08.1986;2.0;Kingston;01.07.2012;Men;200 m
10288;85;00:00:19.840000;Carl Lewis;USA;01.07.1961;1.0;Los Angeles;19.06.1984;Men;200 m
10289;85;00:00:19.840000;Francis Obikwelu;NGR;22.11.1978;1.0;Sevilla;25.08.1999;Men;200 m
10290;85;00:00:19.840000;Tyson Gay;USA;09.08.1982;1.0;London;28.07.2006;Men;200 m
10291;85;00:00:19.840000;Warren Weir;JAM;31.10.1989;3.0;London;09.08.2012;Men;200 m
10292;85;00:00:19.840000;Alonso Edward;PAN;08.12.1989;1.0;Lausanne;03.07.2014;Men;200 m
10293;90;00:00:19.850000;Michael Johnson;USA;13.09.1967;1.0;Edinburgh;06.07.1990;Men;200 m
10294;90;00:00:19.850000;Frank Fredericks;NAM;02.10.1967;1.0;Stuttgart;20.08.1993;Men;200 m
10295;90;00:00:19.850000;Ato Boldon;TTO;30.12.1973;1.0;Lausanne;03.07.1996;Men;200 m
10296;90;00:00:19.850000;Michael Johnson;USA;13.09.1967;2.0;Oslo;05.07.1996;Men;200 m
10297;90;00:00:19.850000;John Capel;USA;27.11.1978;1.0;Sacramento;23.07.2000;Men;200 m
10298;90;00:00:19.850000;Shawn Crawford;USA;14.01.1978;1.0;Pretoria;12.04.2002;Men;200 m
10299;90;00:00:19.850000;Konstadínos Kedéris;GRE;11.07.1973;1.0;München;09.08.2002;Men;200 m
10300;90;00:00:19.850000;Wallace Spearmon;USA;24.12.1984;3.0;Berlin;20.08.2009;Men;200 m
10301;90;00:00:19.850000;Wallace Spearmon;USA;24.12.1984;1.0;Rieti;29.08.2010;Men;200 m
10302;90;00:00:19.850000;Churandy Martina;NED;03.07.1984;2.0;Lausanne;23.08.2012;Men;200 m
10303;90;00:00:19.850000;Nickel Ashmeade;JAM;07.04.1990;2.0;Zürich;30.08.2012;Men;200 m
10304;90;00:00:19.850000;Ameer Webb;USA;21.12.1989;1.0;Ad-Dawhah;06.05.2016;Men;200 m
10305;102;00:00:19.860000;Donald Quarrie;JAM;25.02.1951;1.0;Cali;03.08.1971;Men;200 m
10306;102;00:00:19.860000;Carl Lewis;USA;01.07.1961;1.0;Los Angeles;21.06.1984;Men;200 m
10307;102;00:00:19.860000;Michael Marsh;USA;04.08.1967;2.0;New Orleans;28.06.1992;Men;200 m
10308;102;00:00:19.860000;Maurice Greene;USA;23.07.1974;2.0;Stockholm;07.07.1997;Men;200 m
10309;102;00:00:19.860000;Ato Boldon;TTO;30.12.1973;1.0;Athínai;16.06.1999;Men;200 m
10310;102;00:00:19.860000;Walter Dix;USA;31.01.1986;1.0;Eugene;06.07.2008;Men;200 m
10311;102;00:00:19.860000;Shawn Crawford;USA;14.01.1978;2.0;Eugene;06.07.2008;Men;200 m
10312;102;00:00:19.860000;Walter Dix;USA;31.01.1986;1.0;Roma;10.06.2010;Men;200 m
10313;102;00:00:19.860000;Walter Dix;USA;31.01.1986;1.0;Lausanne;08.07.2010;Men;200 m
10314;102;00:00:19.860000;Yohan Blake;JAM;26.12.1989;2.0;Zürich;19.08.2010;Men;200 m
10315;102;00:00:19.860000;Usain Bolt;JAM;21.08.1986;1.0;Oslo;09.06.2011;Men;200 m
10316;102;00:00:19.860000;Jason Young;JAM;21.03.1991;1.0;Luzern;17.07.2012;Men;200 m
10317;102;00:00:19.860000;Isiah Young;USA;05.01.1990;1.0;Des Moines;23.06.2013;Men;200 m
10318;115;00:00:19.870000;Lorenzo Daniel;USA;23.03.1966;1.0;Eugene;03.06.1988;Men;200 m
10319;115;00:00:19.870000;John Regis;GBR;13.10.1966;1.0;Sestriere;31.07.1994;Men;200 m
10320;115;00:00:19.870000;Jeff Williams;USA;31.12.1965;1.0;Fresno;13.04.1996;Men;200 m
10321;115;00:00:19.870000;Frank Fredericks;NAM;02.10.1967;1.0;Osaka;08.05.1999;Men;200 m
10322;115;00:00:19.870000;John Capel;USA;27.11.1978;1.0;Boise;05.06.1999;Men;200 m
10323;115;00:00:19.870000;Wallace Spearmon;USA;24.12.1984;1.0;Athínai;17.09.2006;Men;200 m
10324;115;00:00:19.870000;Warren Weir;JAM;31.10.1989;1.0;Bruxelles;06.09.2013;Men;200 m
10325;115;00:00:19.870000;Justin Gatlin;USA;10.02.1982;1.0;Beijing;26.08.2015;Men;200 m
10326;115;00:00:19.870000;Anaso Jobodwana;RSA;30.07.1992;3.0;Beijing;27.08.2015;Men;200 m
10327;115;00:00:19.870000;Alonso Edward;PAN;08.12.1989;4.0;Beijing;27.08.2015;Men;200 m
10328;125;00:00:19.880000;Michael Johnson;USA;13.09.1967;1.0;Sestriere;08.08.1990;Men;200 m
10329;125;00:00:19.880000;Michael Johnson;USA;13.09.1967;1.0;Barcelona;20.09.1991;Men;200 m
10330;125;00:00:19.880000;Michael Marsh;USA;04.08.1967;2.0;Atlanta;18.05.1996;Men;200 m
10331;125;00:00:19.880000;Ato Boldon;TTO;30.12.1973;1.0;Athínai;17.06.1998;Men;200 m
10332;125;00:00:19.880000;Floyd Heard;USA;24.03.1966;2.0;Sacramento;23.07.2000;Men;200 m
10333;125;00:00:19.880000;Joshua J. Johnson;USA;10.05.1976;1.0;Bruxelles;24.08.2001;Men;200 m
10334;125;00:00:19.880000;Shawn Crawford;USA;14.01.1978;1.0;Sacramento;16.07.2004;Men;200 m
10335;125;00:00:19.880000;Usain Bolt;JAM;21.08.1986;3.0;Lausanne;11.07.2006;Men;200 m
10336;125;00:00:19.880000;Wallace Spearmon;USA;24.12.1984;2.0;Stuttgart;10.09.2006;Men;200 m
10337;125;00:00:19.880000;Wallace Spearmon;USA;24.12.1984;1.0;Bruxelles;14.09.2007;Men;200 m
10338;125;00:00:19.880000;Wallace Spearmon;USA;24.12.1984;1.0;Daegu;03.10.2007;Men;200 m
10339;125;00:00:19.880000;Andre De Grasse;CAN;10.11.1994;1.0;Toronto;24.07.2015;Men;200 m
10340;125;00:00:19.880000;Ramil Guliyev;TUR;29.05.1990;1.0;Zagreb;08.09.2015;Men;200 m
10341;125;00:00:19.880000;Miguel Francis;ANT;28.02.1995;1.0;Kingston;11.06.2016;Men;200 m
10342;139;00:00:19.890000;Michael Johnson;USA;13.09.1967;1.0;Bruxelles;13.09.1991;Men;200 m
10343;139;00:00:19.890000;Maurice Greene;USA;23.07.1974;2.0;Stuttgart;13.07.1997;Men;200 m
10344;139;00:00:19.890000;Claudinei Quirino da Silva;BRA;19.11.1970;1.0;München;11.09.1999;Men;200 m
10345;139;00:00:19.890000;Michael Johnson;USA;13.09.1967;1.0;Sacramento;22.07.2000;Men;200 m
10346;139;00:00:19.890000;Wallace Spearmon;USA;24.12.1984;1.0;London;22.07.2005;Men;200 m
10347;139;00:00:19.890000;Usain Bolt;JAM;21.08.1986;2.0;New York City;02.06.2007;Men;200 m
10348;139;00:00:19.890000;Wallace Spearmon;USA;24.12.1984;2.0;Indianapolis;24.06.2007;Men;200 m
10349;139;00:00:19.890000;Jaysuma Saidy Ndure;NOR;01.01.1984;1.0;Stuttgart;23.09.2007;Men;200 m
10350;139;00:00:19.890000;Shawn Crawford;USA;14.01.1978;4.0;Berlin;20.08.2009;Men;200 m
10351;139;00:00:19.890000;Walter Dix;USA;31.01.1986;1.0;Tallahassee;08.05.2010;Men;200 m
10352;139;00:00:19.890000;Warren Weir;JAM;31.10.1989;1.0;London;26.07.2013;Men;200 m
10353;139;00:00:19.890000;Usain Bolt;JAM;21.08.1986;1.0;London;22.07.2016;Men;200 m
10354;151;00:00:19.900000;Michael Johnson;USA;13.09.1967;1.0;Norwalk;16.06.1990;Men;200 m
10355;151;00:00:19.900000;Frank Fredericks;NAM;02.10.1967;1.0;Osaka;10.05.1997;Men;200 m
10356;151;00:00:19.900000;Maurice Greene;USA;23.07.1974;1.0;Sevilla;27.08.1999;Men;200 m
10357;151;00:00:19.900000;Maurice Greene;USA;23.07.1974;2.0;München;11.09.1999;Men;200 m
10358;151;00:00:19.900000;Asafa Powell;JAM;23.11.1982;1.0;Kingston;25.06.2006;Men;200 m
10359;151;00:00:19.900000;Wallace Spearmon;USA;24.12.1984;1.0;Indianapolis;25.06.2006;Men;200 m
10360;151;00:00:19.900000;Wallace Spearmon;USA;24.12.1984;4.0;Lausanne;11.07.2006;Men;200 m
10361;151;00:00:19.900000;Wallace Spearmon;USA;24.12.1984;3.0;Eugene;06.07.2008;Men;200 m
10362;151;00:00:19.900000;Wallace Spearmon;USA;24.12.1984;4.0;London;09.08.2012;Men;200 m
10363;151;00:00:19.900000;Justin Gatlin;USA;10.02.1982;1.0;Eugene;28.06.2015;Men;200 m
10364;151;00:00:19.900000;Rasheed Dwyer;JAM;29.01.1989;2.0;Toronto;24.07.2015;Men;200 m
10365;151;00:00:19.900000;Alonso Edward;PAN;08.12.1989;3.0;Toronto;24.07.2015;Men;200 m
10366;151;00:00:19.900000;Wayde van Niekerk;RSA;15.07.1992;1.0;Potchefstroom;22.04.2017;Men;200 m
10367;151;00:00:19.900000;Noah Lyles;USA;18.07.1997;1.0;Shanghai;13.05.2017;Men;200 m
10368;165;00:00:19.910000;Michael Johnson;USA;13.09.1967;1.0;Salamanca;13.07.1992;Men;200 m
10369;165;00:00:19.910000;Michael Johnson;USA;13.09.1967;1.0;Sevilla;09.06.2000;Men;200 m
10370;165;00:00:19.910000;Wallace Spearmon;USA;24.12.1984;1.0;Sacramento;11.06.2005;Men;200 m
10371;165;00:00:19.910000;Wallace Spearmon;USA;24.12.1984;1.0;Carson;20.05.2007;Men;200 m
10372;165;00:00:19.910000;Usain Bolt;JAM;21.08.1986;2.0;Osaka;30.08.2007;Men;200 m
10373;165;00:00:19.910000;Nickel Ashmeade;JAM;07.04.1990;3.0;Bruxelles;16.09.2011;Men;200 m
10374;165;00:00:19.910000;Yohan Blake;JAM;26.12.1989;1.0;Kingston;05.05.2012;Men;200 m
10375;165;00:00:19.910000;Christophe Lemaitre;FRA;11.06.1990;1.0;London;14.07.2012;Men;200 m
10376;165;00:00:19.910000;Ameer Webb;USA;21.12.1989;1.0;Norwalk;16.04.2016;Men;200 m
10377;174;00:00:19.920000;John Carlos;USA;05.06.1945;1.0;Echo Summit;12.09.1968;Men;200 m
10378;174;00:00:19.920000;Carl Lewis;USA;01.07.1961;1.0;Madrid;04.06.1987;Men;200 m
10379;174;00:00:19.920000;Frank Fredericks;NAM;02.10.1967;1.0;Bruxelles;23.08.1996;Men;200 m
10380;174;00:00:19.920000;Frank Fredericks;NAM;02.10.1967;1.0;Melbourne;25.02.1999;Men;200 m
10381;174;00:00:19.920000;Maurice Greene;USA;23.07.1974;1.0;Monaco;04.08.1999;Men;200 m
10382;174;00:00:19.920000;Xavier Carter;USA;08.12.1985;1.0;Zürich;07.09.2007;Men;200 m
10383;174;00:00:19.920000;Jason Young;JAM;21.03.1991;2.0;Bruxelles;07.09.2012;Men;200 m
10384;174;00:00:19.920000;Warren Weir;JAM;31.10.1989;2.0;Saint-Denis;06.07.2013;Men;200 m
10385;174;00:00:19.920000;Justin Gatlin;USA;10.02.1982;1.0;Eugene;27.06.2015;Men;200 m
10386;174;00:00:19.920000;Alonso Edward;PAN;08.12.1989;2.0;Lausanne;25.08.2016;Men;200 m
10387;184;00:00:19.930000;Lorenzo Daniel;USA;23.03.1966;1.0;Auburn;15.05.1988;Men;200 m
10388;184;00:00:19.930000;Michael Johnson;USA;13.09.1967;1.0;Monaco;09.09.1995;Men;200 m
10389;184;00:00:19.930000;Frank Fredericks;NAM;02.10.1967;1.0;Johannesburg;24.09.1995;Men;200 m
10390;184;00:00:19.930000;Frank Fredericks;NAM;02.10.1967;3.0;Stuttgart;13.07.1997;Men;200 m
10391;184;00:00:19.930000;Frank Fredericks;NAM;02.10.1967;1.0;Monaco;16.08.1997;Men;200 m
10392;184;00:00:19.930000;Michael Johnson;USA;13.09.1967;1.0;Roma;07.07.1999;Men;200 m
10393;184;00:00:19.930000;Frank Fredericks;NAM;02.10.1967;2.0;Monaco;04.08.1999;Men;200 m
10394;184;00:00:19.930000;Michael Johnson;USA;13.09.1967;1.0;Bruxelles;03.09.1999;Men;200 m
10395;184;00:00:19.930000;Usain Bolt;JAM;21.08.1986;1.0;Hamilton;11.04.2004;Men;200 m
10396;184;00:00:19.930000;Tyson Gay;USA;09.08.1982;1.0;Sacramento;09.06.2005;Men;200 m
10397;184;00:00:19.930000;Wallace Spearmon;USA;24.12.1984;3.0;Monaco;22.07.2010;Men;200 m
10398;184;00:00:19.930000;Yohan Blake;JAM;26.12.1989;1.0;Kingston;30.06.2012;Men;200 m
10399;184;00:00:19.930000;Nickel Ashmeade;JAM;07.04.1990;2.0;Bruxelles;06.09.2013;Men;200 m
10400;184;00:00:19.930000;Isiah Young;USA;05.01.1990;2.0;Eugene;28.06.2015;Men;200 m
10401;198;00:00:19.940000;Michael Johnson;USA;13.09.1967;1.0;Sheffield;15.09.1991;Men;200 m
10402;198;00:00:19.940000;Michael Marsh;USA;04.08.1967;1.0;Austin;09.05.1992;Men;200 m
10403;198;00:00:19.940000;John Regis;GBR;13.10.1966;2.0;Stuttgart;20.08.1993;Men;200 m
10404;198;00:00:19.940000;Michael Johnson;USA;13.09.1967;1.0;Monaco;02.08.1994;Men;200 m
10405;198;00:00:19.940000;Ato Boldon;TTO;30.12.1973;2.0;Stockholm;08.07.1996;Men;200 m
10406;198;00:00:19.940000;Churandy Martina;NED;03.07.1984;1.0;New York City;09.06.2012;Men;200 m
10407;198;00:00:19.940000;Nickel Ashmeade;JAM;07.04.1990;2.0;New York City;09.06.2012;Men;200 m
10408;198;00:00:19.940000;Nickel Ashmeade;JAM;07.04.1990;3.0;Lausanne;23.08.2012;Men;200 m
10409;198;00:00:19.940000;Wayde van Niekerk;RSA;15.07.1992;1.0;Luzern;14.07.2015;Men;200 m
10410;198;00:00:19.940000;LaShawn Merritt;USA;27.06.1986;1.0;Rio de Janeiro;17.08.2016;Men;200 m
10411;208;00:00:19.950000;Floyd Heard;USA;24.03.1966;1.0;Lubbock;17.05.1987;Men;200 m
10412;208;00:00:19.950000;Michael Marsh;USA;04.08.1967;1.0;Zürich;19.08.1992;Men;200 m
10413;208;00:00:19.950000;Frank Fredericks;NAM;02.10.1967;1.0;Paris;28.06.1996;Men;200 m
10414;208;00:00:19.950000;Shawn Crawford;USA;14.01.1978;1.0;Athínai;24.08.2004;Men;200 m
10415;208;00:00:19.950000;Wallace Spearmon;USA;24.12.1984;1.0;Split;05.09.2010;Men;200 m
10416;208;00:00:19.950000;Nickel Ashmeade;JAM;07.04.1990;1.0;Kingston;07.05.2011;Men;200 m
10417;208;00:00:19.950000;Jaysuma Saidy Ndure;NOR;01.01.1984;4.0;Daegu;03.09.2011;Men;200 m
10418;208;00:00:19.950000;Wallace Spearmon;USA;24.12.1984;1.0;Arlington;24.03.2012;Men;200 m
10419;208;00:00:19.950000;Churandy Martina;NED;03.07.1984;2.0;London;14.07.2012;Men;200 m
10420;208;00:00:19.950000;Nickel Ashmeade;JAM;07.04.1990;2.0;New York City;14.06.2014;Men;200 m
10421;208;00:00:19.950000;Alonso Edward;PAN;08.12.1989;1.0;Zürich;28.08.2014;Men;200 m
10422;208;00:00:19.950000;Usain Bolt;JAM;21.08.1986;1.0;Beijing;26.08.2015;Men;200 m
10423;208;00:00:19.950000;Nethaneel Mitchell-Blake;GBR;02.04.1994;1.0;Tuscaloosa;14.05.2016;Men;200 m
10424;208;00:00:19.950000;Akani Simbine;RSA;21.09.1993;1.0;Pretoria;04.03.2017;Men;200 m
10425;222;00:00:19.960000;Pietro Mennea;ITA;28.06.1952;1.0;Ciudad de México;10.09.1979;Men;200 m
10426;222;00:00:19.960000;Pietro Mennea;ITA;28.06.1952;1.0;Barletta;17.08.1980;Men;200 m
10427;222;00:00:19.960000;Kirk Baptiste;USA;20.06.1963;2.0;Los Angeles;08.08.1984;Men;200 m
10428;222;00:00:19.960000;Joe DeLoach;USA;05.06.1967;1.0;Indianapolis;20.07.1988;Men;200 m
10429;222;00:00:19.960000;Robson Caetano da Silva;BRA;04.09.1964;1.0;Bruxelles;25.08.1989;Men;200 m
10430;222;00:00:19.960000;Frank Fredericks;NAM;02.10.1967;1.0;Rieti;05.09.1993;Men;200 m
10431;222;00:00:19.960000;Frank Fredericks;NAM;02.10.1967;1.0;Roma;05.06.1996;Men;200 m
10432;222;00:00:19.960000;Frank Fredericks;NAM;02.10.1967;1.0;Duisburg;12.06.1996;Men;200 m
10433;222;00:00:19.960000;Coby Miller;USA;19.10.1976;3.0;Sacramento;23.07.2000;Men;200 m
10434;222;00:00:19.960000;Tyson Gay;USA;09.08.1982;1.0;Monaco;09.09.2005;Men;200 m
10435;222;00:00:19.960000;Usain Bolt;JAM;21.08.1986;2.0;Athínai;17.09.2006;Men;200 m
10436;222;00:00:19.960000;Usain Bolt;JAM;21.08.1986;1.0;Port of Spain;27.05.2007;Men;200 m
10437;222;00:00:19.960000;Shawn Crawford;USA;14.01.1978;2.0;Beijing;20.08.2008;Men;200 m
10438;222;00:00:19.960000;Isaac Makwala;BOT;29.09.1986;1.0;La Chaux-de-Fonds;06.07.2014;Men;200 m
10439;222;00:00:19.960000;Brendon Rodney;CAN;09.04.1992;1.0;Edmonton;10.07.2016;Men;200 m
10440;237;00:00:19.970000;Frank Fredericks;NAM;02.10.1967;2.0;Zürich;19.08.1992;Men;200 m
10441;237;00:00:19.970000;Frank Fredericks;NAM;02.10.1967;2.0;Sestriere;31.07.1994;Men;200 m
10442;237;00:00:19.970000;Frank Fredericks;NAM;02.10.1967;1.0;Victoria;26.08.1994;Men;200 m
10443;237;00:00:19.970000;Frank Fredericks;NAM;02.10.1967;1.0;Berlin;30.08.1996;Men;200 m
10444;237;00:00:19.970000;Frank Fredericks;NAM;02.10.1967;1.0;Johannesburg;13.09.1998;Men;200 m
10445;237;00:00:19.970000;Obadele Thompson;BAR;30.03.1976;1.0;Yokohama;09.09.2000;Men;200 m
10446;237;00:00:19.970000;Wallace Spearmon;USA;24.12.1984;1.0;Walnut;17.04.2005;Men;200 m
10447;237;00:00:19.970000;Xavier Carter;USA;08.12.1985;2.0;Bruxelles;25.08.2006;Men;200 m
10448;237;00:00:19.970000;Tyson Gay;USA;09.08.1982;1.0;Kingston;05.05.2007;Men;200 m
10449;237;00:00:19.970000;Usain Bolt;JAM;21.08.1986;1.0;Kingston;29.06.2008;Men;200 m
10450;237;00:00:19.970000;Asafa Powell;JAM;23.11.1982;1.0;Kingston;27.06.2010;Men;200 m
10451;237;00:00:19.970000;Jaysuma Saidy Ndure;NOR;01.01.1984;4.0;Bruxelles;16.09.2011;Men;200 m
10452;237;00:00:19.970000;Curtis Mitchell;USA;11.03.1989;1.0;Moskva;16.08.2013;Men;200 m
10453;237;00:00:19.970000;Dedric Dukes;USA;04.02.1992;1.0;Gainesville;04.04.2014;Men;200 m
10454;237;00:00:19.970000;Femi Ogunode;QAT;31.01.1991;1.0;Bruxelles;11.09.2015;Men;200 m
10455;237;00:00:19.970000;Ameer Webb;USA;21.12.1989;2.0;Eugene;08.07.2016;Men;200 m
10456;237;00:00:19.970000;Julian Forte;JAM;01.07.1993;1.0;Bruxelles;09.09.2016;Men;200 m
10457;237;00:00:19.970000;Adam Gemili;GBR;06.10.1993;2.0;Bruxelles;09.09.2016;Men;200 m
10458;255;00:00:19.980000;Joe DeLoach;USA;05.06.1967;1.0;Austin;15.05.1988;Men;200 m
10459;255;00:00:19.980000;Michael Johnson;USA;13.09.1967;1.0;Rieti;06.09.1991;Men;200 m
10460;255;00:00:19.980000;Michael Johnson;USA;13.09.1967;1.0;Houston;22.05.1992;Men;200 m
10461;255;00:00:19.980000;Frank Fredericks;NAM;02.10.1967;1.0;Atlanta;01.08.1996;Men;200 m
10462;255;00:00:19.980000;Marcin Urbas;POL;17.09.1976;2.0;Sevilla;25.08.1999;Men;200 m
10463;255;00:00:19.980000;Jordan Vaden;USA;15.09.1978;2.0;Indianapolis;25.06.2006;Men;200 m
